Estimated Overall Performance
-------------------------------
Samples/s:                                     5897.5
Compute Samples/s:                             5897.5
Transmission Samples/s:                        6026.0
Active PEs:                                    58%
Compute Utilization:                           72%
+-------------------------------------------------------------------------------------------+-------------+-------------------+------------------------+------------+---------------------+
| Kernel Name                                                                               | Samples/s   | Compute Samples/s | Transmission Samples/s | Active PEs | Compute Utilization |
| fc8.compute_core.fc                                                                       |      6004.2 |            6004.2 |                17027.2 |        676 |                 98% |
| fc30                                                                                      |      6004.2 |            6004.2 |                17027.2 |        880 |                 84% |
| fc27                                                                                      |      6004.2 |            6004.2 |                17027.2 |        880 |                 84% |
| fc27.compute_core.fc                                                                      |      6004.2 |            6004.2 |                17027.2 |        676 |                 98% |
| fc8.compute_core.fc.lib_fc                                                                |      6004.2 |            6004.2 |                17027.2 |        676 |                 98% |
| fc8                                                                                       |      6004.2 |            6004.2 |                17027.2 |        880 |                 82% |
| fc8.compute_core                                                                          |      6004.2 |            6004.2 |                17027.2 |        810 |                 87% |
| fc30.compute_core.fc.lib_fc                                                               |      6004.2 |            6004.2 |                17027.2 |        676 |                 98% |
| fc27.compute_core                                                                         |      6004.2 |            6004.2 |                17027.2 |        810 |                 88% |
| fc30.compute_core                                                                         |      6004.2 |            6004.2 |                17027.2 |        810 |                 88% |
| fc30.compute_core.fc                                                                      |      6004.2 |            6004.2 |                17027.2 |        676 |                 98% |
| layer_norm26                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm29.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm29                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm35                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm48.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm37.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm34.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm42.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm40.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm26.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm48                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm31.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm40.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm28                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm43.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm35.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm25.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm46                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm25.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm25.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm39.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm27.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm45.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm45                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm40                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm34                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm41.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm34.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm36.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm46.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm38.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm41.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm38                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm32.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm48.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm30.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm43.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm31.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm33                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm29.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm38.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm30                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm27.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm21                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm28.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm21.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm27.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm48.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm34.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm35.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm36                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm47.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm37.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm52.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm32                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm30.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm39                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm44.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm52.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm33.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm33.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm36.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm43                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm45.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm42                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm40.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm21.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm33.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm39.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm42.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm30.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm37                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm52                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm13.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm44.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm47.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm44.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm26.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm37.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm13.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm41.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm31                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm27                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm13                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm41                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm46.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm32.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm45.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm25                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm42.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm21.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm28.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm29.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm32.compute_core.lnorm                                                           |      6026.0 |            6026.0 |               103759.8 |         24 |                 80% |
| layer_norm31.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm47.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm47                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm38.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm52.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm26.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm46.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm44                                                                              |      6026.0 |            6026.0 |                22587.2 |         48 |                 61% |
| layer_norm35.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm36.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm28.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm13.compute_core.lnorm.oned_lnorm_d                                              |      6026.0 |            6026.0 |                     -- |          8 |                 98% |
| layer_norm39.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| layer_norm43.compute_core                                                                 |      6026.0 |            6026.0 |               103759.8 |         32 |                 71% |
| fc49.compute_core.fc.lib_fc                                                               |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc9.compute_core.fc                                                                       |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc9.compute_core                                                                          |      6047.9 |            6047.9 |                16940.4 |        819 |                 89% |
| fc9.compute_core.fc.lib_fc                                                                |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc9                                                                                       |      6047.9 |            6047.9 |                16940.4 |        880 |                 85% |
| fc35.compute_core.fc.lib_fc                                                               |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc49.compute_core.fc                                                                      |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc35.compute_core                                                                         |      6047.9 |            6047.9 |                16940.4 |        819 |                 89% |
| fc49                                                                                      |      6047.9 |            6047.9 |                16940.4 |        880 |                 85% |
| fc35                                                                                      |      6047.9 |            6047.9 |                16940.4 |        880 |                 85% |
| fc35.compute_core.fc                                                                      |      6047.9 |            6047.9 |                16940.4 |        703 |                 98% |
| fc49.compute_core                                                                         |      6047.9 |            6047.9 |                16940.4 |        819 |                 89% |
| fc37                                                                                      |      6070.0 |            6070.0 |                15661.9 |        930 |                 75% |
| fc23.compute_core.fc.lib_fc                                                               |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc7                                                                                       |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| fc34                                                                                      |      6070.0 |            6070.0 |                15661.9 |        850 |                 77% |
| attention11.compute_core.attn_fc_q_proj                                                   |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention33                                                                               |      6070.0 |            6070.0 |                16356.2 |       2175 |                 67% |
| fc33.compute_core                                                                         |      6070.0 |            6070.0 |                15024.0 |        768 |                 87% |
| attention8.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| attention16                                                                               |      6070.0 |            6070.0 |                16356.2 |       2288 |                 64% |
| fc7.compute_core.fc.lib_fc                                                                |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc33.compute_core.fc.lib_fc                                                               |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc34.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15661.9 |        611 |                 97% |
| attention16.compute_core.attn_fc_q_proj.lib_fc                                            |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention8                                                                                |      6070.0 |            6070.0 |                16356.2 |       2288 |                 64% |
| fc34.compute_core.fc.lib_fc                                                               |      6070.0 |            6070.0 |                15661.9 |        611 |                 97% |
| attention2.compute_core.attn_fc_q_proj.lib_fc                                             |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention16.compute_core.attn_fc_q_proj                                                   |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention1                                                                                |      6070.0 |            6070.0 |                16356.2 |       2288 |                 64% |
| fc37.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15661.9 |        624 |                 97% |
| attention4.compute_core.attn_fc_q_proj                                                    |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc5.compute_core                                                                          |      6070.0 |            6070.0 |                15661.9 |        854 |                 80% |
| attention3.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2088 |                 69% |
| fc18.compute_core                                                                         |      6070.0 |            6070.0 |                17851.1 |        888 |                 88% |
| attention3.compute_core.attn_fc_q_proj.lib_fc                                             |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention33.compute_core.attn_fc_q_proj                                                   |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc23.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc18.compute_core.fc_postadapt.nlin_f                                                     |      6070.0 |            6070.0 |                55338.5 |         35 |                 97% |
| fc39                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| fc23.compute_core                                                                         |      6070.0 |            6070.0 |                15024.0 |        768 |                 87% |
| attention1.compute_core.attn_fc_q_proj                                                    |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc26.compute_core                                                                         |      6070.0 |            6070.0 |                17851.1 |        888 |                 88% |
| attention7.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| fc18                                                                                      |      6070.0 |            6070.0 |                17851.1 |        950 |                 83% |
| attention3.compute_core.attn_fc_q_proj                                                    |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc12.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15661.9 |        611 |                 97% |
| fc33                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| attention33.compute_core                                                                  |      6070.0 |            6070.0 |                16356.2 |       2088 |                 69% |
| fc5.compute_core.fc.lib_fc                                                                |      6070.0 |            6070.0 |                15661.9 |        624 |                 97% |
| fc42.compute_core                                                                         |      6070.0 |            6070.0 |                15661.9 |        784 |                 81% |
| fc26.compute_core.fc_postadapt                                                            |      6070.0 |            6070.0 |                55338.5 |         70 |                 51% |
| fc19.compute_core                                                                         |      6070.0 |            6070.0 |                15024.0 |        768 |                 87% |
| attention31.compute_core.attn_fc_q_proj.lib_fc                                            |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention7.compute_core.attn_fc_q_proj.lib_fc                                             |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention7.compute_core.attn_fc_q_proj                                                    |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention31.compute_core.attn_fc_q_proj                                                   |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc47.compute_core                                                                         |      6070.0 |            6070.0 |                15024.0 |        768 |                 87% |
| fc37.compute_core.fc.lib_fc                                                               |      6070.0 |            6070.0 |                15661.9 |        624 |                 97% |
| attention31.compute_core                                                                  |      6070.0 |            6070.0 |                16356.2 |       2088 |                 69% |
| fc26.compute_core.fc_postadapt.nlin_f                                                     |      6070.0 |            6070.0 |                55338.5 |         35 |                 97% |
| attention2                                                                                |      6070.0 |            6070.0 |                16356.2 |       2288 |                 64% |
| fc23                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| fc47.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| attention4.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2088 |                 69% |
| fc34.compute_core                                                                         |      6070.0 |            6070.0 |                15661.9 |        784 |                 81% |
| attention8.compute_core.attn_fc_q_proj.lib_fc                                             |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc5.compute_core.fc                                                                       |      6070.0 |            6070.0 |                15661.9 |        624 |                 97% |
| attention11.compute_core                                                                  |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| fc47                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| attention3                                                                                |      6070.0 |            6070.0 |                16356.2 |       2175 |                 67% |
| attention2.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| attention34.compute_core.attn_fc_q_proj.lib_fc                                            |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc7.compute_core                                                                          |      6070.0 |            6070.0 |                15024.0 |        768 |                 87% |
| attention34.compute_core.attn_fc_q_proj                                                   |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc33.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc12.compute_core                                                                         |      6070.0 |            6070.0 |                15661.9 |        784 |                 81% |
| fc13                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| attention1.compute_core                                                                   |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| fc5                                                                                       |      6070.0 |            6070.0 |                15661.9 |        930 |                 75% |
| attention16.compute_core                                                                  |      6070.0 |            6070.0 |                16356.2 |       2200 |                 66% |
| attention8.compute_core.attn_fc_q_proj                                                    |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| attention11.compute_core.attn_fc_q_proj.lib_fc                                            |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc39.compute_core.fc                                                                      |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| fc19                                                                                      |      6070.0 |            6070.0 |                15024.0 |        825 |                 83% |
| fc42                                                                                      |      6070.0 |            6070.0 |                15661.9 |        850 |                 77% |
| attention1.compute_core.attn_fc_q_proj.lib_fc                                             |      6070.0 |            6070.0 |                16356.2 |        484 |                 97% |
| fc12                                                                                      |      6070.0 |            6070.0 |                15661.9 |        850 |                 77% |
| fc7.compute_core.fc                                                                       |      6070.0 |            6070.0 |                15024.0 |        638 |                 97% |
| attention4                                                                                |      6070.0 |            6070.0 |                16356.2 |       2175 |                 67% |
| fc37.compute_core                                                                         |      6070.0 |            6070.0 |                15661.9 |        854 |                 80% |
