Estimated Overall Performance
-------------------------------
Samples/s:                                     5887.1
Compute Samples/s:                             5887.1
Transmission Samples/s:                        5897.5
Active PEs:                                    37%
Compute Utilization:                           72%
+-------------------------------------------------------------------------------------------+-------------+-------------------+------------------------+------------+---------------------+
| Kernel Name                                                                               | Samples/s   | Compute Samples/s | Transmission Samples/s | Active PEs | Compute Utilization |
| fc3.fan_0.oned_fan                                                                        |     17383.8 |           17383.8 |                32874.4 |         11 |                 34% |
| fc13.fan_0.oned_fan                                                                       |     17383.8 |           17383.8 |                26562.5 |         64 |                 34% |
| dropout26.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout8.fan_0                                                                            |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout18.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout17.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout30.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout25.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout6.fan_0                                                                            |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout19.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout12.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout4.fan_0                                                                            |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout30.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout29.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout4.fan_0.oned_fan                                                                   |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout20.fan_1.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout25.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout21.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| fc17.compute_core.fc_postadapt.nlin_f                                                     |     17567.8 |           17567.8 |               107106.9 |         72 |                 34% |
| dropout27.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout11.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout22.fan_1.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout20.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout19.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout32.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout5.fan_0                                                                            |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout12.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout15.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout22.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout8.fan_0.oned_fan                                                                   |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| fc19.compute_core.fc_postadapt.nlin_f                                                     |     17567.8 |           17567.8 |               107106.9 |         72 |                 34% |
| dropout29.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout5.fan_0.oned_fan                                                                   |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout22.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout20.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout11.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout22.fan_1                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout18.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout10.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout20.fan_1                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout32.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| fc1.compute_core.fc_preadapt.fcint                                                        |     17567.8 |           17567.8 |                46115.5 |         29 |                 34% |
| fc4.compute_core.fc_postadapt.nlin_f                                                      |     17567.8 |           17567.8 |               132812.5 |         75 |                 34% |
| dropout15.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout27.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout6.fan_0.oned_fan                                                                   |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout21.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout10.fan_0.oned_fan                                                                  |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout17.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| dropout26.fan_0                                                                           |     17567.8 |           17567.8 |                24594.9 |         26 |                 34% |
| fc4.compute_core.fc_preadapt.nlin_d.oned_io                                               |     17851.1 |           17851.1 |                92230.9 |         43 |                 33% |
| mlm_loss1.compute_core.nlin_exp.Replicator_IO                                             |     17947.6 |           58251.1 |                17947.6 |       3667 |                 10% |
| mlm_loss1.compute_core.nlin_exp.Replicator_IO.replica0                                    |     17947.6 |           58251.1 |                17947.6 |       3667 |                 10% |
| fc12.fan_0.oned_fan                                                                       |     18143.8 |           18143.8 |                33538.5 |         13 |                 32% |
| fc6.fan_0                                                                                 |     18143.8 |           18143.8 |                33538.5 |         13 |                 32% |
| fc24.fan_0                                                                                |     18143.8 |           18143.8 |                26994.4 |         86 |                 32% |
| fc24.fan_0.oned_fan                                                                       |     18143.8 |           18143.8 |                26994.4 |         86 |                 32% |
| fc12.fan_0                                                                                |     18143.8 |           18143.8 |                33538.5 |         13 |                 32% |
| fc6.fan_0.oned_fan                                                                        |     18143.8 |           18143.8 |                33538.5 |         13 |                 32% |
| emb1.compute_core.embed.embed.embed.serialize                                             |     18148.0 |                -- |                18148.0 |       3363 |                  0% |
| attention14.fan_0.oned_fan                                                                |     18344.3 |           18344.3 |                34950.7 |         22 |                 32% |
| attention14.fan_0                                                                         |     18344.3 |           18344.3 |                34950.7 |         22 |                 32% |
| fc17.compute_core.fc_preadapt.nlin_d.oned_io                                              |     18653.4 |           18653.4 |               110677.1 |         52 |                 32% |
| fc19.compute_core.fc_preadapt.nlin_d.oned_io                                              |     18653.4 |           18653.4 |               110677.1 |         52 |                 32% |
| layer_norm18.fan_1.oned_fan.fanout0                                                       |     18653.4 |           18653.4 |                25738.9 |          8 |                 32% |
| fc11.compute_core.fc_preadapt.nlin_d.oned_io                                              |     18653.4 |           18653.4 |               110677.1 |         52 |                 32% |
| fc7.compute_core.fc_preadapt.nlin_d.oned_io                                               |     18653.4 |           18653.4 |               110677.1 |         52 |                 32% |
| fc13.fan_1.oned_fan                                                                       |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| fc5.fan_1.oned_fan                                                                        |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| fc21.fan_1.oned_fan                                                                       |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| fc5.fan_1                                                                                 |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| fc21.fan_1                                                                                |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| fc13.fan_1                                                                                |     18865.4 |           18865.4 |                23382.5 |         11 |                 31% |
| mlm_loss1.compute_core.max_reduce.oned_io                                                 |     18865.4 |           44270.8 |                18865.4 |       1351 |                 13% |
| attention11.compute_core.attn_nlin_out.Replicator_IO                                      |     18973.2 |           18973.2 |                63852.2 |          5 |                 31% |
| attention12.compute_core.attn_nlin_out.Replicator_IO                                      |     18973.2 |           18973.2 |                63852.2 |          5 |                 31% |
| attention8.compute_core.attn_nlin_out                                                     |     18973.2 |           18973.2 |               332031.2 |         26 |                 31% |
| attention1.compute_core.attn_nlin_out.Replicator_IO                                       |     18973.2 |           18973.2 |                63852.2 |          5 |                 31% |
| fc18.fan_0.oned_fan                                                                       |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc10.fan_0                                                                                |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc10.fan_0.oned_fan                                                                       |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc2.fan_0                                                                                 |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc2.fan_0.oned_fan                                                                        |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc18.fan_0                                                                                |     19192.6 |           19192.6 |                34230.0 |         16 |                 31% |
| fc11.fan_1.oned_fan                                                                       |     19417.0 |           19417.0 |                23716.5 |         13 |                 30% |
| fc11.fan_1                                                                                |     19417.0 |           19417.0 |                23716.5 |         13 |                 30% |
| fc7.fan_1.oned_fan                                                                        |     19417.0 |           19417.0 |                23716.5 |         13 |                 30% |
| fc7.fan_1                                                                                 |     19417.0 |           19417.0 |                23716.5 |         13 |                 30% |
| fc21.compute_core.fc_preadapt.nlin_d.oned_io                                              |     19531.2 |           19531.2 |               138346.4 |         64 |                 30% |
| fc5.compute_core.fc_preadapt.nlin_d.oned_io                                               |     19531.2 |           19531.2 |               138346.4 |         64 |                 30% |
| fc13.compute_core.fc_preadapt.nlin_d.oned_io                                              |     19531.2 |           19531.2 |               138346.4 |         64 |                 30% |
| layer_norm15.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm20.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm7.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm6.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention8.fan_0.oned_fan                                                                 |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm8.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm31.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm2.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm13.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention17.fan_0.oned_fan                                                                |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm9.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm19.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm20.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention16.fan_0                                                                         |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| attention2.fan_0.oned_fan                                                                 |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm16.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention3.fan_0                                                                          |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm4.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm17.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm3.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm32.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention3.fan_0.oned_fan                                                                 |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm10.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm21.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm2.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm17.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm31.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm4.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm9.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm29.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm6.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention4.fan_0                                                                          |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| attention16.fan_0.oned_fan                                                                |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm11.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm27.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm5.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm19.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm7.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm14.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention15.fan_0                                                                         |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm32.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm10.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm12.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention15.fan_0.oned_fan                                                                |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm15.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention8.fan_0                                                                          |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| attention2.fan_0                                                                          |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm21.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention17.fan_0                                                                         |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| layer_norm1.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm27.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm8.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm29.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm12.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm1.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm5.fan_1                                                                         |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm3.fan_1.oned_fan                                                                |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm13.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm14.fan_1.oned_fan                                                               |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm16.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| layer_norm11.fan_1                                                                        |     19646.8 |           19646.8 |                40491.6 |          8 |                 30% |
| attention4.fan_0.oned_fan                                                                 |     19646.8 |           19646.8 |                35702.3 |         32 |                 30% |
| pos_encoding2.fan_0                                                                       |     19763.8 |           19763.8 |                51081.7 |          6 |                 30% |
| pos_encoding2.fan_0.oned_fan                                                              |     19763.8 |           19763.8 |                51081.7 |          6 |                 30% |
| pos_encoding2.fan_0.oned_fan.fanout1                                                      |     19763.8 |           19763.8 |                51081.7 |          3 |                 30% |
| pos_encoding2.fan_0.oned_fan.fanout0                                                      |     19763.8 |           19763.8 |                51081.7 |          3 |                 30% |
| attention13.compute_core.attn_core_fwd                                                    |     20047.2 |           20047.2 |                27901.8 |        768 |                 29% |
| layer_norm22.fan_1.oned_fan                                                               |     20123.1 |           20123.1 |                40991.5 |          9 |                 29% |
| layer_norm22.fan_1                                                                        |     20123.1 |           20123.1 |                40991.5 |          9 |                 29% |
| layer_norm23.fan_1                                                                        |     20123.1 |           20123.1 |                40991.5 |          9 |                 29% |
| layer_norm23.fan_1.oned_fan                                                               |     20123.1 |           20123.1 |                40991.5 |          9 |                 29% |
| attention18.compute_core.attn_core_fwd                                                    |     20168.9 |           20168.9 |                27901.8 |        768 |                 29% |
| fc8.fan_0                                                                                 |     20370.0 |           20370.0 |                34950.7 |         22 |                 29% |
| fc1.fan_1.oned_fan                                                                        |     20370.0 |           20370.0 |                24414.1 |         22 |                 29% |
| fc8.fan_0.oned_fan                                                                        |     20370.0 |           20370.0 |                34950.7 |         22 |                 29% |
| fc1.fan_1                                                                                 |     20370.0 |           20370.0 |                24414.1 |         22 |                 29% |
| fc24.compute_core.fc_preadapt.nlin_d.oned_io                                              |     20495.8 |           20495.8 |               184461.8 |         86 |                 29% |
| attention9.compute_core.attn_in_bwd.attn_in_adapter_core                                  |     20495.8 |           20495.8 |                36487.0 |         10 |                 29% |
| attention9.compute_core.attn_in_bwd                                                       |     20495.8 |           20495.8 |                36487.0 |         10 |                 29% |
| attention6.fan_1.oned_fan.fanout0                                                         |     20495.8 |           20495.8 |                25738.9 |         16 |                 29% |
| attention9.fan_1.oned_fan.fanout0                                                         |     20495.8 |           20495.8 |                25738.9 |         16 |                 29% |
| attention6.compute_core.attn_in_bwd                                                       |     20495.8 |           20495.8 |                36487.0 |         10 |                 29% |
| attention6.compute_core.attn_in_bwd.attn_in_adapter_core                                  |     20495.8 |           20495.8 |                36487.0 |         10 |                 29% |
| attention12.compute_core.attn_mask_bwd.dropout                                            |     20511.6 |           20511.6 |                     -- |         16 |                 29% |
| attention12.compute_core.attn_mask_bwd                                                    |     20511.6 |           20511.6 |               207519.5 |         32 |                 14% |
| attention12.compute_core.attn_mask_fwd.dropout                                            |     20511.6 |           20511.6 |                     -- |         16 |                 29% |
| attention12.compute_core.attn_mask_fwd                                                    |     20511.6 |           20511.6 |               207519.5 |         32 |                 14% |
| attention7.compute_core.attn_nlin_q                                                       |     20687.3 |           20687.3 |               415039.1 |         16 |                 28% |
| attention10.compute_core.attn_nlin_q                                                      |     20687.3 |           20687.3 |               415039.1 |         16 |                 28% |
| attention5.compute_core.attn_nlin_q                                                       |     20687.3 |           20687.3 |               415039.1 |         16 |                 28% |
| attention5.fan_2.oned_fan                                                                 |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention10.fan_2                                                                         |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention7.fan_2.oned_fan                                                                 |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention5.fan_2                                                                          |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention10.fan_2.oned_fan                                                                |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention7.fan_2                                                                          |     20882.5 |           20882.5 |                45483.7 |         22 |                 28% |
| attention4.fan_1.oned_fan                                                                 |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention15.fan_1.oned_fan                                                                |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| fc15.compute_core.fc_preadapt.fcint                                                       |     21148.5 |           21148.5 |                59291.3 |         37 |                 28% |
| attention17.fan_1                                                                         |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention5.fan_1                                                                          |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention13.fan_0                                                                         |     21148.5 |           21148.5 |                35702.3 |         64 |                 28% |
| attention17.fan_1.oned_fan                                                                |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention3.fan_1                                                                          |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| layer_norm24.fan_1                                                                        |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention10.fan_1                                                                         |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| layer_norm24.fan_1.oned_fan                                                               |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention13.fan_0.oned_fan                                                                |     21148.5 |           21148.5 |                35702.3 |         64 |                 28% |
| attention14.fan_1                                                                         |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention2.fan_1.oned_fan                                                                 |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| layer_norm30.fan_1.oned_fan                                                               |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| layer_norm25.fan_1.oned_fan                                                               |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention15.fan_1                                                                         |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention16.fan_1                                                                         |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention14.fan_1.oned_fan                                                                |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention10.fan_1.oned_fan                                                                |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| layer_norm25.fan_1                                                                        |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention18.fan_0                                                                         |     21148.5 |           21148.5 |                35702.3 |         64 |                 28% |
| attention7.fan_1                                                                          |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention18.fan_0.oned_fan                                                                |     21148.5 |           21148.5 |                35702.3 |         64 |                 28% |
| layer_norm26.fan_1.oned_fan                                                               |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention4.fan_1                                                                          |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention5.fan_1.oned_fan                                                                 |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention2.fan_1                                                                          |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| layer_norm26.fan_1                                                                        |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| layer_norm30.fan_1                                                                        |     21148.5 |           21148.5 |                42029.3 |         10 |                 28% |
| attention7.fan_1.oned_fan                                                                 |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention3.fan_1.oned_fan                                                                 |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| attention16.fan_1.oned_fan                                                                |     21148.5 |           21148.5 |                26776.7 |         10 |                 28% |
| dropout4.fan_0.oned_fan.fanout0                                                           |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout22.fan_1.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout10.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout32.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout6.fan_0.oned_fan.fanout0                                                           |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout25.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout22.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout30.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout12.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout19.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout15.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout27.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout29.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout26.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout8.fan_0.oned_fan.fanout0                                                           |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout18.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout20.fan_1.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout11.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout20.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
| dropout17.fan_0.oned_fan.fanout0                                                          |     21284.1 |           21284.1 |                25738.9 |         26 |                 28% |
